"","EURIRS","Rate_Name","Rate_Value"
"1253","22/12/2021","X20.ANNI",0.45
"1254","22/12/2021","X25.ANNI",0.42
"1255","22/12/2021","X30.ANNI",0.38
"1256","23/12/2021","X10.ANNI",0.26
"1257","23/12/2021","X15.ANNI",0.44
"1258","23/12/2021","X20.ANNI",0.5
"1259","23/12/2021","X25.ANNI",0.48
"1260","23/12/2021","X30.ANNI",0.44
"1261","27/12/2021","X10.ANNI",0.25
"1262","27/12/2021","X15.ANNI",0.43
"1263","27/12/2021","X20.ANNI",0.49
"1264","27/12/2021","X25.ANNI",0.46
"1265","27/12/2021","X30.ANNI",0.42
"1266","28/12/2021","X10.ANNI",0.26
"1267","28/12/2021","X15.ANNI",0.43
"1268","28/12/2021","X20.ANNI",0.49
"1269","28/12/2021","X25.ANNI",0.46
"1270","28/12/2021","X30.ANNI",0.41
"1271","29/12/2021","X10.ANNI",0.32
"1272","29/12/2021","X15.ANNI",0.5
"1273","29/12/2021","X20.ANNI",0.56
"1274","29/12/2021","X25.ANNI",0.54
"1275","29/12/2021","X30.ANNI",0.48
"1276","30/12/2021","X10.ANNI",0.32
"1277","30/12/2021","X15.ANNI",0.51
"1278","30/12/2021","X20.ANNI",0.55
"1279","30/12/2021","X25.ANNI",0.53
"1280","30/12/2021","X30.ANNI",0.47
